Year,Month,Day,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25
2013,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,23,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0.01,0
2013,1,24,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
2013,1,25,0.06,0.04,0.06,0.08,0,0.01,0,0.06,0,0.04,0,0.04,0,0.04,0.01,0.02,0.07,0.09,0.1,0.03,0.09,0.05,0.08,0.02,0
2013,1,26,0.02,0.01,0.01,0.01,0,0,0,0.01,0,0,0.02,0.01,0,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.03,0,0.03,0.01
2013,1,27,0.42,0.49,0.51,0.48,0.59,0.47,0.47,0.41,0.47,0.35,0.25,0.21,0.24,0.23,0.19,0.15,0.19,0.13,0.09,0.11,0.1,0.09,0.1,0.08,0.13
2013,1,28,0.11,0.05,0.12,0.09,0.15,0.14,0.08,0.09,0.1,0.16,0.21,0.16,0.17,0.17,0.11,0.16,0.15,0.2,0.45,0.41,0.47,0.22,0.33,0.46,1.23
2013,1,29,1.38,1.32,1.33,1.09,1.1,1.16,1.52,1.23,1.47,1.22,1.51,1.09,1.01,0.75,1.28,1.08,0.94,0.78,0.82,1,0.9,0.88,0.86,0.94,1.02
2013,1,30,0.44,0.42,0.42,0.46,0.43,0.35,0.36,0.43,0.33,0.37,0.48,0.37,0.37,0.34,0.46,0.53,0.43,0.45,0.35,0.41,0.56,0.47,0.31,0.47,0.34
2013,1,31,0.01,0.02,0,0,0.01,0,0.01,0,0,0,0.02,0.01,0.02,0.01,0.06,0,0,0,0.01,0,0,0,0,0.01,0
2013,2,1,0.02,0,0.01,0.01,0,0,0,0.01,0,0,0.01,0.03,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0
2013,2,2,0.06,0.07,0.14,0.11,0.05,0.13,0.1,0.1,0.09,0.11,0.07,0.1,0.06,0.07,0.06,0.06,0.05,0.09,0.05,0.08,0.07,0.06,0.08,0.07,0.04
